id,name
"00000000-0000-0000-0000-000000000001","superadmin"
"00000000-0000-0000-0000-111111111111","admin"
"00000000-0000-0000-0000-222222222222","moderator"
"00000000-0000-0000-0000-333333333333","artist"
"00000000-0000-0000-0000-300000000002","brand"
"00000000-0000-0000-0000-300000000003","label"
"00000000-0000-0000-0000-444444444444","listener"
